Date,Open,High,Low,Close,Volume
2025-01-01 14:15:00,2378.82,2380.46,2376.65,2377.02,4259
2025-01-01 14:30:00,2377.02,2380.58,2375.63,2379.02,4832
2025-01-01 14:45:00,2379.02,2383.34,2377.28,2381.35,1832
2025-01-01 15:00:00,2381.35,2384.49,2380.77,2383.23,1988
2025-01-01 15:15:00,2383.23,2386.97,2382.64,2384.99,520
2025-01-01 15:30:00,2384.99,2387.14,2383.98,2385.15,2248
2025-01-01 15:45:00,2385.15,2388.93,2383.64,2387.57,3408
2025-01-01 16:00:00,2387.57,2388.72,2385.81,2387.26,2310
2025-01-01 16:15:00,2387.26,2390.08,2386.38,2389.68,1908
2025-01-01 16:30:00,2389.68,2393.32,2388.51,2391.33,1001
2025-01-01 16:45:00,2391.33,2394.64,2390.64,2392.73,4759
2025-01-01 17:00:00,2392.73,2393.49,2389.62,2390.87,4975
2025-01-01 17:15:00,2390.87,2391.72,2387.51,2389.47,2991
2025-01-01 17:30:00,2389.47,2391.38,2388.07,2388.74,4007
2025-01-01 17:45:00,2388.74,2392.47,2387.78,2390.9,1393
2025-01-01 18:00:00,2390.9,2394.27,2389.36,2393.58,2007
2025-01-01 18:15:00,2393.58,2395.84,2392.41,2393.88,889
2025-01-01 18:30:00,2393.88,2394.24,2391.4,2393.22,2061
2025-01-01 18:45:00,2393.22,2394.9,2392.9,2393.69,1949
2025-01-01 19:00:00,2393.69,2394.45,2390.7,2392.5,4341
2025-01-01 19:15:00,2392.5,2394.83,2391.76,2394.47,1046
2025-01-01 19:30:00,2394.47,2395.43,2391.54,2393.11,4940
2025-01-01 19:45:00,2393.11,2394.52,2392.02,2394.2,4314
2025-01-01 20:00:00,2394.2,2395.45,2392.52,2395.14,2493
2025-01-01 20:15:00,2395.14,2398.62,2393.93,2397.82,2616
2025-01-01 20:30:00,2397.82,2401.78,2396.02,2400.17,3982
2025-01-01 20:45:00,2400.17,2400.68,2399.05,2399.78,2912
2025-01-01 21:00:00,2399.78,2400.87,2397.3,2397.92,4686
2025-01-01 21:15:00,2397.92,2401.82,2396.68,2400.41,574
2025-01-01 21:30:00,2400.41,2401.58,2398.54,2399.3,1148
2025-01-01 21:45:00,2399.3,2401.15,2397.55,2399.43,1170
2025-01-01 22:00:00,2399.43,2400.6,2396.75,2398.72,2448
2025-01-01 22:15:00,2398.72,2399.43,2396.25,2397.63,1199
2025-01-01 22:30:00,2397.63,2400.61,2396.12,2400.03,2537
2025-01-01 22:45:00,2400.03,2401.81,2399.51,2399.93,2276
2025-01-01 23:00:00,2399.93,2401.35,2397.82,2398.9,3416
2025-01-01 23:15:00,2398.9,2400.85,2397.52,2399.95,2825
2025-01-01 23:30:00,2399.95,2402.34,2399.03,2401.47,4499
2025-01-01 23:45:00,2401.47,2402.24,2399.43,2400.96,3488
2025-01-02 00:00:00,2400.96,2404.05,2399.43,2402.89,2197
2025-01-02 00:15:00,2402.89,2404.65,2400.94,2403.73,4841
2025-01-02 00:30:00,2403.73,2404.56,2401.4,2402.38,3523
2025-01-02 00:45:00,2402.38,2403.39,2401.45,2401.82,1611
2025-01-02 01:00:00,2401.82,2403.72,2400.89,2401.46,544
2025-01-02 01:15:00,2401.46,2403.15,2399.48,2402.51,2073
2025-01-02 01:30:00,2402.51,2405.9,2401.86,2404.4,1768
2025-01-02 01:45:00,2404.4,2408.64,2403.21,2406.97,3003
2025-01-02 02:00:00,2406.97,2407.44,2403.91,2405.55,4027
2025-01-02 02:15:00,2405.55,2407.3,2404.61,2406.8,1071
2025-01-02 02:30:00,2406.8,2410.1,2405.0,2408.74,4792
2025-01-02 02:45:00,2408.74,2411.35,2408.06,2410.19,3572
2025-01-02 03:00:00,2410.19,2410.69,2407.8,2408.7,1278
2025-01-02 03:15:00,2408.7,2411.05,2406.72,2409.3,2376
2025-01-02 03:30:00,2409.3,2412.09,2407.44,2410.73,794
2025-01-02 03:45:00,2410.73,2414.88,2410.39,2413.05,2333
2025-01-02 04:00:00,2413.05,2414.11,2410.28,2411.8,703
2025-01-02 04:15:00,2411.8,2412.26,2409.23,2410.46,1486
2025-01-02 04:30:00,2410.46,2411.83,2408.94,2410.24,4586
2025-01-02 04:45:00,2410.24,2413.06,2409.71,2412.29,2675
2025-01-02 05:00:00,2412.29,2415.19,2411.13,2413.82,4076
2025-01-02 05:15:00,2413.82,2416.81,2412.77,2416.04,1722
2025-01-02 05:30:00,2416.04,2417.39,2415.28,2415.98,2806
2025-01-02 05:45:00,2415.98,2419.73,2414.11,2418.59,922
2025-01-02 06:00:00,2418.59,2422.44,2416.84,2420.76,2772
2025-01-02 06:15:00,2420.76,2422.09,2419.68,2421.76,885
2025-01-02 06:30:00,2421.76,2422.9,2419.93,2420.49,4849
2025-01-02 06:45:00,2420.49,2421.22,2420.06,2420.88,1771
2025-01-02 07:00:00,2420.88,2421.67,2419.98,2420.53,4052
2025-01-02 07:15:00,2420.53,2420.89,2416.89,2418.74,4473
2025-01-02 07:30:00,2418.74,2421.34,2417.9,2419.84,587
2025-01-02 07:45:00,2419.84,2424.11,2419.48,2422.63,4048
2025-01-02 08:00:00,2422.63,2425.34,2422.03,2423.84,1343
2025-01-02 08:15:00,2423.84,2427.2,2422.41,2425.79,3084
2025-01-02 08:30:00,2425.79,2426.8,2424.66,2426.08,4145
2025-01-02 08:45:00,2426.08,2427.97,2423.66,2424.71,1708
2025-01-02 09:00:00,2424.71,2426.14,2424.28,2425.01,4266
2025-01-02 09:15:00,2425.01,2426.43,2423.0,2424.66,1898
2025-01-02 09:30:00,2424.66,2425.98,2422.25,2424.06,4948
2025-01-02 09:45:00,2424.06,2424.38,2422.29,2423.28,3575
2025-01-02 10:00:00,2423.28,2424.08,2420.13,2421.7,4961
2025-01-02 10:15:00,2421.7,2425.5,2420.24,2424.41,3433
2025-01-02 10:30:00,2424.41,2428.07,2423.28,2427.22,3346
2025-01-02 10:45:00,2427.22,2427.63,2425.12,2427.05,538
2025-01-02 11:00:00,2427.05,2429.1,2426.26,2427.6,3360
2025-01-02 11:15:00,2427.6,2431.36,2426.12,2429.45,1582
2025-01-02 11:30:00,2429.45,2433.35,2427.91,2431.81,1623
2025-01-02 11:45:00,2431.81,2432.35,2430.51,2431.98,3424
2025-01-02 12:00:00,2431.98,2432.44,2431.61,2432.06,1865
2025-01-02 12:15:00,2432.06,2435.26,2431.04,2434.2,2359
2025-01-02 12:30:00,2434.2,2436.27,2433.65,2435.53,822
2025-01-02 12:45:00,2435.53,2438.04,2434.14,2437.68,3861
2025-01-02 13:00:00,2437.68,2438.65,2434.93,2435.71,1181
2025-01-02 13:15:00,2435.71,2438.62,2434.23,2438.19,3405
2025-01-02 13:30:00,2438.19,2441.21,2436.98,2439.44,2650
2025-01-02 13:45:00,2439.44,2441.38,2437.39,2438.49,1288
2025-01-02 14:00:00,2438.49,2440.36,2436.35,2437.13,4167
2025-01-02 14:15:00,2437.13,2438.25,2435.46,2437.81,1389
2025-01-02 14:30:00,2437.81,2439.14,2436.23,2437.67,3539
2025-01-02 14:45:00,2437.67,2440.73,2436.48,2439.37,893
2025-01-02 15:00:00,2439.37,2441.15,2437.02,2438.9,2450
2025-01-02 15:15:00,2438.9,2442.8,2438.26,2441.35,2713
2025-01-02 15:30:00,2441.35,2441.89,2439.96,2441.58,579
2025-01-02 15:45:00,2441.58,2442.55,2440.36,2441.17,569
2025-01-02 16:00:00,2441.17,2442.35,2440.87,2441.87,2021
2025-01-02 16:15:00,2441.87,2442.57,2440.73,2441.18,1462
2025-01-02 16:30:00,2441.18,2443.78,2440.19,2443.41,3195
2025-01-02 16:45:00,2443.41,2444.27,2440.82,2441.85,982
2025-01-02 17:00:00,2441.85,2442.94,2439.9,2441.18,1988
2025-01-02 17:15:00,2441.18,2444.07,2440.06,2442.25,4450
2025-01-02 17:30:00,2442.25,2445.1,2440.27,2443.16,512
2025-01-02 17:45:00,2443.16,2443.63,2440.77,2441.58,1264
2025-01-02 18:00:00,2441.58,2442.0,2439.64,2440.19,1935
2025-01-02 18:15:00,2440.19,2441.02,2438.19,2440.46,1462
2025-01-02 18:30:00,2440.46,2442.26,2439.41,2439.71,3212
2025-01-02 18:45:00,2439.71,2443.23,2439.06,2442.13,2992
2025-01-02 19:00:00,2442.13,2443.65,2440.22,2441.62,2999
2025-01-02 19:15:00,2441.62,2442.42,2439.23,2441.14,2662
2025-01-02 19:30:00,2441.14,2444.16,2440.22,2442.2,2762
2025-01-02 19:45:00,2442.2,2445.2,2440.57,2443.88,3534
2025-01-02 20:00:00,2443.88,2445.47,2441.48,2442.34,1519
2025-01-02 20:15:00,2442.34,2442.99,2439.6,2440.91,4902
2025-01-02 20:30:00,2440.91,2442.13,2438.35,2439.48,558
2025-01-02 20:45:00,2439.48,2439.99,2438.14,2438.88,558
2025-01-02 21:00:00,2438.88,2439.77,2437.5,2437.93,1903
2025-01-02 21:15:00,2437.93,2439.65,2435.37,2436.17,935
2025-01-02 21:30:00,2436.17,2437.62,2434.51,2437.21,3457
2025-01-02 21:45:00,2437.21,2438.61,2434.96,2435.42,3694
2025-01-02 22:00:00,2435.42,2438.89,2434.96,2437.56,1447
2025-01-02 22:15:00,2437.56,2439.51,2435.75,2436.98,2982
2025-01-02 22:30:00,2436.98,2437.95,2436.15,2436.62,3683
2025-01-02 22:45:00,2436.62,2437.48,2434.0,2435.09,2844
2025-01-02 23:00:00,2435.09,2439.75,2434.59,2437.93,1744
2025-01-02 23:15:00,2437.93,2438.79,2435.58,2437.44,3850
2025-01-02 23:30:00,2437.44,2439.24,2436.61,2437.72,3013
2025-01-02 23:45:00,2437.72,2440.16,2436.13,2439.1,1326
2025-01-03 00:00:00,2439.1,2439.9,2436.87,2438.38,1743
2025-01-03 00:15:00,2438.38,2440.22,2436.81,2439.05,3863
2025-01-03 00:30:00,2439.05,2440.45,2437.23,2439.02,2692
2025-01-03 00:45:00,2439.02,2440.35,2436.26,2438.08,3149
2025-01-03 01:00:00,2438.08,2438.94,2435.8,2436.58,824
2025-01-03 01:15:00,2436.58,2440.12,2434.94,2438.3,1568
2025-01-03 01:30:00,2438.3,2441.5,2437.24,2440.03,4970
2025-01-03 01:45:00,2440.03,2440.51,2437.34,2438.38,1783
2025-01-03 02:00:00,2438.38,2439.83,2435.05,2436.81,3244
2025-01-03 02:15:00,2436.81,2438.22,2433.41,2435.38,2398
2025-01-03 02:30:00,2435.38,2436.22,2431.97,2433.77,4674
2025-01-03 02:45:00,2433.77,2434.31,2430.83,2432.49,4796
2025-01-03 03:00:00,2432.49,2433.65,2430.07,2430.72,1212
2025-01-03 03:15:00,2430.72,2432.69,2429.3,2431.13,1472
2025-01-03 03:30:00,2431.13,2433.05,2429.59,2431.77,3932
2025-01-03 03:45:00,2431.77,2433.28,2429.61,2430.85,1341
2025-01-03 04:00:00,2430.85,2433.73,2430.5,2431.98,998
2025-01-03 04:15:00,2431.98,2433.39,2429.83,2431.05,1500
2025-01-03 04:30:00,2431.05,2432.0,2429.23,2431.02,2128
2025-01-03 04:45:00,2431.02,2435.24,2429.54,2433.79,1962
2025-01-03 05:00:00,2433.79,2435.3,2431.77,2433.58,2416
2025-01-03 05:15:00,2433.58,2434.54,2432.84,2433.25,1394
2025-01-03 05:30:00,2433.25,2434.08,2431.61,2433.77,1814
2025-01-03 05:45:00,2433.77,2434.52,2433.22,2433.69,4545
2025-01-03 06:00:00,2433.69,2437.96,2432.27,2436.18,4720
2025-01-03 06:15:00,2436.18,2437.31,2434.57,2436.47,4745
2025-01-03 06:30:00,2436.47,2440.2,2434.99,2438.76,1239
2025-01-03 06:45:00,2438.76,2440.24,2437.28,2438.95,1357
2025-01-03 07:00:00,2438.95,2440.86,2437.6,2440.09,4782
2025-01-03 07:15:00,2440.09,2441.3,2439.25,2440.25,2393
2025-01-03 07:30:00,2440.25,2441.25,2438.74,2440.63,1080
2025-01-03 07:45:00,2440.63,2445.03,2439.19,2443.21,4132
2025-01-03 08:00:00,2443.21,2443.62,2441.12,2442.45,3696
2025-01-03 08:15:00,2442.45,2443.18,2440.39,2442.28,4169
2025-01-03 08:30:00,2442.28,2446.43,2441.91,2445.04,2326
2025-01-03 08:45:00,2445.04,2446.94,2444.25,2445.07,3798
2025-01-03 09:00:00,2445.07,2446.09,2443.31,2445.34,783
2025-01-03 09:15:00,2445.34,2449.16,2443.54,2447.29,1192
2025-01-03 09:30:00,2447.29,2447.82,2446.03,2446.74,3858
2025-01-03 09:45:00,2446.74,2448.1,2445.48,2446.95,1610
2025-01-03 10:00:00,2446.95,2448.31,2444.55,2445.28,3281
2025-01-03 10:15:00,2445.28,2447.43,2444.27,2446.95,3840
2025-01-03 10:30:00,2446.95,2450.94,2445.7,2449.49,2279
2025-01-03 10:45:00,2449.49,2451.02,2448.81,2449.28,3715
2025-01-03 11:00:00,2449.28,2449.84,2447.83,2448.83,3235
2025-01-03 11:15:00,2448.83,2450.89,2447.34,2449.68,3460
2025-01-03 11:30:00,2449.68,2450.0,2447.4,2448.07,1854
2025-01-03 11:45:00,2448.07,2449.88,2446.63,2448.86,3754
2025-01-03 12:00:00,2448.86,2449.36,2446.67,2447.23,2303
2025-01-03 12:15:00,2447.23,2449.17,2445.52,2446.96,4120
2025-01-03 12:30:00,2446.96,2448.78,2442.99,2444.87,2316
2025-01-03 12:45:00,2444.87,2447.56,2444.13,2445.8,2733
2025-01-03 13:00:00,2445.8,2449.11,2444.58,2447.53,3385
2025-01-03 13:15:00,2447.53,2450.93,2446.24,2449.14,1912
2025-01-03 13:30:00,2449.14,2449.86,2446.53,2448.45,581
2025-01-03 13:45:00,2448.45,2449.02,2448.0,2448.66,652
2025-01-03 14:00:00,2448.66,2450.35,2446.8,2449.75,1016
2025-01-03 14:15:00,2449.75,2451.24,2446.49,2447.92,3874
2025-01-03 14:30:00,2447.92,2450.62,2446.64,2450.25,2243
2025-01-03 14:45:00,2450.25,2450.6,2447.23,2449.05,4464
2025-01-03 15:00:00,2449.05,2449.82,2445.18,2447.08,3850
2025-01-03 15:15:00,2447.08,2448.88,2446.08,2446.88,2334
2025-01-03 15:30:00,2446.88,2451.44,2445.63,2449.49,2678
2025-01-03 15:45:00,2449.49,2450.24,2446.37,2447.41,4158
2025-01-03 16:00:00,2447.41,2449.43,2446.74,2448.6,1797
2025-01-03 16:15:00,2448.6,2450.77,2447.24,2449.95,2830
2025-01-03 16:30:00,2449.95,2452.02,2447.96,2450.11,4458
2025-01-03 16:45:00,2450.11,2453.03,2448.63,2451.12,888
2025-01-03 17:00:00,2451.12,2452.54,2449.98,2452.16,4102
2025-01-03 17:15:00,2452.16,2455.38,2451.39,2454.74,3949
2025-01-03 17:30:00,2454.74,2458.78,2452.91,2457.2,2485
2025-01-03 17:45:00,2457.2,2461.33,2456.69,2460.03,1190
2025-01-03 18:00:00,2460.03,2461.28,2459.53,2460.37,628
2025-01-03 18:15:00,2460.37,2461.68,2458.23,2458.83,2870
2025-01-03 18:30:00,2458.83,2459.56,2456.19,2456.74,4933
2025-01-03 18:45:00,2456.74,2457.07,2453.22,2454.83,892
2025-01-03 19:00:00,2454.83,2455.23,2452.79,2453.69,4833
2025-01-03 19:15:00,2453.69,2454.63,2451.36,2452.52,4984
2025-01-03 19:30:00,2452.52,2454.29,2449.42,2451.09,3504
2025-01-03 19:45:00,2451.09,2451.71,2448.64,2449.73,3562
2025-01-03 20:00:00,2449.73,2453.07,2449.38,2451.87,3974
2025-01-03 20:15:00,2451.87,2454.84,2450.72,2453.58,2473
2025-01-03 20:30:00,2453.58,2454.74,2452.97,2454.26,3108
2025-01-03 20:45:00,2454.26,2455.18,2451.96,2453.74,2924
2025-01-03 21:00:00,2453.74,2455.33,2451.05,2452.72,4417
2025-01-03 21:15:00,2452.72,2454.15,2450.93,2452.0,1064
2025-01-03 21:30:00,2452.0,2454.31,2451.57,2453.81,3363
2025-01-03 21:45:00,2453.81,2454.35,2450.18,2451.74,2167
2025-01-03 22:00:00,2451.74,2452.84,2450.23,2451.79,2604
2025-01-03 22:15:00,2451.79,2453.43,2451.38,2451.7,1618
2025-01-03 22:30:00,2451.7,2453.72,2451.35,2452.43,4272
2025-01-03 22:45:00,2452.43,2452.95,2450.14,2451.41,4190
2025-01-03 23:00:00,2451.41,2452.54,2448.63,2449.81,833
2025-01-03 23:15:00,2449.81,2451.74,2448.37,2449.56,3245
2025-01-03 23:30:00,2449.56,2450.62,2446.32,2448.06,3065
2025-01-03 23:45:00,2448.06,2449.59,2447.01,2447.33,688
2025-01-04 00:00:00,2447.33,2451.66,2445.78,2450.06,804
2025-01-04 00:15:00,2450.06,2452.5,2448.46,2451.19,1538
2025-01-04 00:30:00,2451.19,2454.86,2450.5,2453.33,753
2025-01-04 00:45:00,2453.33,2454.17,2451.15,2452.34,840
2025-01-04 01:00:00,2452.34,2454.4,2451.28,2453.43,983
2025-01-04 01:15:00,2453.43,2456.57,2451.87,2455.86,2289
2025-01-04 01:30:00,2455.86,2458.71,2454.87,2456.75,3185
2025-01-04 01:45:00,2456.75,2459.7,2455.22,2458.36,4425
2025-01-04 02:00:00,2458.36,2460.84,2456.92,2459.42,4444
2025-01-04 02:15:00,2459.42,2462.21,2458.01,2460.98,4158
2025-01-04 02:30:00,2460.98,2464.9,2460.06,2463.68,2452
2025-01-04 02:45:00,2463.68,2464.04,2460.78,2462.68,3736
2025-01-04 03:00:00,2462.68,2464.97,2460.72,2463.8,3477
2025-01-04 03:15:00,2463.8,2465.02,2462.83,2464.29,1116
2025-01-04 03:30:00,2464.29,2466.21,2462.93,2464.33,2503
2025-01-04 03:45:00,2464.33,2465.81,2462.56,2463.16,2958
2025-01-04 04:00:00,2463.16,2463.7,2460.52,2461.93,3642
2025-01-04 04:15:00,2461.93,2463.91,2460.03,2462.8,1418
2025-01-04 04:30:00,2462.8,2465.52,2461.56,2465.17,1308
2025-01-04 04:45:00,2465.17,2466.07,2461.85,2463.23,977
2025-01-04 05:00:00,2463.23,2464.06,2461.73,2463.49,1237
2025-01-04 05:15:00,2463.49,2465.43,2460.68,2461.55,4304
2025-01-04 05:30:00,2461.55,2462.31,2460.4,2461.44,2480
2025-01-04 05:45:00,2461.44,2463.05,2458.93,2460.77,1528
2025-01-04 06:00:00,2460.77,2461.81,2459.89,2460.71,1127
2025-01-04 06:15:00,2460.71,2463.42,2458.85,2462.06,2738
2025-01-04 06:30:00,2462.06,2466.38,2460.15,2464.83,4122
2025-01-04 06:45:00,2464.83,2468.81,2464.0,2467.14,1460
2025-01-04 07:00:00,2467.14,2469.25,2466.25,2468.3,810
2025-01-04 07:15:00,2468.3,2469.68,2467.33,2469.04,866
2025-01-04 07:30:00,2469.04,2470.45,2467.38,2468.2,4880
2025-01-04 07:45:00,2468.2,2468.65,2466.71,2467.1,4316
2025-01-04 08:00:00,2467.1,2469.95,2465.95,2469.0,576
2025-01-04 08:15:00,2469.0,2471.82,2468.16,2470.24,4533
2025-01-04 08:30:00,2470.24,2472.01,2469.86,2470.72,2709
2025-01-04 08:45:00,2470.72,2472.4,2469.07,2471.75,2661
2025-01-04 09:00:00,2471.75,2474.6,2471.35,2473.97,4988
2025-01-04 09:15:00,2473.97,2475.74,2473.0,2475.1,997
2025-01-04 09:30:00,2475.1,2476.32,2473.51,2473.98,2116
2025-01-04 09:45:00,2473.98,2476.93,2472.62,2475.3,1840
2025-01-04 10:00:00,2475.3,2478.6,2474.02,2477.14,4815
2025-01-04 10:15:00,2477.14,2478.96,2475.62,2477.98,3060
2025-01-04 10:30:00,2477.98,2482.31,2476.1,2480.57,3972
2025-01-04 10:45:00,2480.57,2482.46,2478.29,2480.22,2433
2025-01-04 11:00:00,2480.22,2481.42,2476.83,2478.51,2808
2025-01-04 11:15:00,2478.51,2478.9,2477.33,2478.34,748
2025-01-04 11:30:00,2478.34,2480.52,2477.97,2480.14,4564
2025-01-04 11:45:00,2480.14,2482.44,2478.6,2481.51,4160
2025-01-04 12:00:00,2481.51,2482.34,2479.75,2481.38,1446
2025-01-04 12:15:00,2481.38,2483.61,2480.41,2482.7,2978
2025-01-04 12:30:00,2482.7,2484.13,2480.95,2481.39,1948
2025-01-04 12:45:00,2481.39,2484.51,2479.9,2482.87,2508
2025-01-04 13:00:00,2482.87,2484.06,2481.59,2483.67,4141
2025-01-04 13:15:00,2483.67,2485.43,2481.88,2483.22,2295
2025-01-04 13:30:00,2483.22,2486.2,2481.76,2484.26,3635
2025-01-04 13:45:00,2484.26,2488.23,2483.86,2486.68,2033
2025-01-04 14:00:00,2486.68,2490.18,2485.11,2488.89,4008
2025-01-04 14:15:00,2488.89,2491.75,2487.06,2491.41,1186
2025-01-04 14:30:00,2491.41,2494.88,2490.39,2494.1,3403
2025-01-04 14:45:00,2494.1,2495.04,2493.68,2494.14,3303
2025-01-04 15:00:00,2494.14,2497.19,2493.8,2495.87,4097
2025-01-04 15:15:00,2495.87,2496.89,2491.98,2493.72,3993
2025-01-04 15:30:00,2493.72,2495.36,2491.76,2494.97,3501
2025-01-04 15:45:00,2494.97,2496.48,2491.97,2492.87,3159
2025-01-04 16:00:00,2492.87,2493.26,2490.85,2491.56,871
2025-01-04 16:15:00,2491.56,2492.66,2489.47,2490.58,908
2025-01-04 16:30:00,2490.58,2491.62,2488.59,2489.51,3033
2025-01-04 16:45:00,2489.51,2492.72,2487.62,2491.0,4806
2025-01-04 17:00:00,2491.0,2494.41,2490.41,2492.98,4175
2025-01-04 17:15:00,2492.98,2493.61,2490.73,2491.93,4832
2025-01-04 17:30:00,2491.93,2493.56,2489.55,2491.11,3611
2025-01-04 17:45:00,2491.11,2492.96,2488.69,2489.55,1073
2025-01-04 18:00:00,2489.55,2489.89,2486.65,2488.03,1996
2025-01-04 18:15:00,2488.03,2489.65,2487.6,2489.34,1774
2025-01-04 18:30:00,2489.34,2493.74,2488.53,2491.9,3245
2025-01-04 18:45:00,2491.9,2493.13,2489.59,2491.55,4274
2025-01-04 19:00:00,2491.55,2492.76,2489.7,2490.72,2438
2025-01-04 19:15:00,2490.72,2494.76,2489.99,2493.19,1764
2025-01-04 19:30:00,2493.19,2493.56,2491.17,2491.88,2452
2025-01-04 19:45:00,2491.88,2494.03,2490.81,2492.41,2902
2025-01-04 20:00:00,2492.41,2493.71,2490.52,2491.42,3757
2025-01-04 20:15:00,2491.42,2493.04,2489.08,2489.73,2458
2025-01-04 20:30:00,2489.73,2490.52,2487.16,2487.77,731
2025-01-04 20:45:00,2487.77,2489.84,2487.25,2489.23,2778
2025-01-04 21:00:00,2489.23,2490.97,2487.62,2490.54,3622
2025-01-04 21:15:00,2490.54,2492.89,2489.04,2492.47,1377
2025-01-04 21:30:00,2492.47,2495.63,2490.73,2494.15,522
2025-01-04 21:45:00,2494.15,2495.96,2492.45,2495.29,3603
2025-01-04 22:00:00,2495.29,2496.29,2493.31,2495.92,3541
2025-01-04 22:15:00,2495.92,2497.29,2493.95,2496.0,4100
2025-01-04 22:30:00,2496.0,2496.31,2492.04,2493.97,4286
2025-01-04 22:45:00,2493.97,2496.54,2492.89,2494.74,1881
2025-01-04 23:00:00,2494.74,2496.76,2493.0,2496.22,982
2025-01-04 23:15:00,2496.22,2496.69,2494.79,2495.63,1154
2025-01-04 23:30:00,2495.63,2500.29,2494.05,2498.39,2527
2025-01-04 23:45:00,2498.39,2499.37,2497.05,2497.92,1375
2025-01-05 00:00:00,2497.92,2499.15,2496.07,2497.9,4480
2025-01-05 00:15:00,2497.9,2500.29,2495.91,2498.46,2404
2025-01-05 00:30:00,2498.46,2500.22,2496.77,2497.94,3338
2025-01-05 00:45:00,2497.94,2499.73,2497.1,2499.05,2282
2025-01-05 01:00:00,2499.05,2500.88,2497.21,2499.58,4384
